InventoryRecordID,WeekStartDate,StoreID,ProductID,SupplierID,OpeningUnits,OrderedUnits,ReceivedUnits,ExpectedDemandUnits,FulfilledDemandUnits,ClosingUnits,DaysCover,AvailabilityRate,StockoutHours,EstimatedLostUnits,EstimatedLostSales,EstimatedLostGrossProfit,LateDeliveryDays
IN001560,2026-02-23,ST028,PR073,SUP003,9,11,10,18,18,1,0.4,1.0,0.0,0,0.0,0.0,0
IN001561,2026-02-23,ST028,PR076,SUP011,17,7,6,21,21,2,0.7,1.0,0.0,0,0.0,0.0,0
IN001562,2026-02-23,ST028,PR077,SUP011,10,10,9,18,18,1,0.4,1.0,0.0,0,0.0,0.0,0
IN001563,2026-02-23,ST029,PR001,SUP001,38,37,34,57,57,15,1.8,1.0,0.0,0,0.0,0.0,0
IN001564,2026-02-23,ST029,PR002,SUP001,23,35,33,44,44,12,1.9,1.0,0.0,0,0.0,0.0,0
IN001565,2026-02-23,ST029,PR004,SUP008,40,24,24,49,49,15,2.1,1.0,0.0,0,0.0,0.0,0
IN001566,2026-02-23,ST029,PR006,SUP012,52,29,29,62,62,19,2.1,1.0,0.0,0,0.0,0.0,0
IN001567,2026-02-23,ST029,PR007,SUP012,35,24,24,45,45,14,2.2,1.0,0.0,0,0.0,0.0,0
IN001568,2026-02-23,ST029,PR008,SUP012,33,39,39,55,55,17,2.2,1.0,0.0,0,0.0,0.0,0
IN001569,2026-02-23,ST029,PR009,SUP011,13,18,17,24,24,6,1.8,1.0,0.0,0,0.0,0.0,0
IN001570,2026-02-23,ST029,PR010,SUP012,24,34,34,44,44,14,2.2,1.0,0.0,0,0.0,0.0,0
IN001571,2026-02-23,ST029,PR011,SUP012,18,25,25,33,33,10,2.1,1.0,0.0,0,0.0,0.0,0
IN001572,2026-02-23,ST029,PR013,SUP011,36,20,19,43,43,12,2.0,1.0,0.0,0,0.0,0.0,0
IN001573,2026-02-23,ST029,PR014,SUP008,29,16,14,34,34,9,1.9,1.0,0.0,0,0.0,0.0,0
IN001574,2026-02-23,ST029,PR015,SUP002,63,71,63,102,102,24,1.6,1.0,0.0,0,0.0,0.0,0
IN001575,2026-02-23,ST029,PR016,SUP002,26,45,41,54,54,13,1.7,1.0,0.0,0,0.0,0.0,0
IN001576,2026-02-23,ST029,PR017,SUP002,46,29,26,57,57,15,1.8,1.0,0.0,0,0.0,0.0,0
IN001577,2026-02-23,ST029,PR018,SUP002,22,44,39,50,50,11,1.5,1.0,0.0,0,0.0,0.0,0
IN001578,2026-02-23,ST029,PR019,SUP002,25,14,13,30,30,8,1.9,1.0,0.0,0,0.0,0.0,0
IN001579,2026-02-23,ST029,PR020,SUP007,37,28,28,50,50,15,2.1,1.0,0.0,0,0.0,0.0,0
IN001580,2026-02-23,ST029,PR021,SUP007,50,31,31,62,62,19,2.1,1.0,0.0,0,0.0,0.0,0
IN001581,2026-02-23,ST029,PR022,SUP002,31,36,35,51,51,15,2.1,1.0,0.0,0,0.0,0.0,0
IN001582,2026-02-23,ST029,PR023,SUP007,14,24,24,29,29,9,2.2,1.0,0.0,0,0.0,0.0,0
IN001583,2026-02-23,ST029,PR026,SUP002,23,14,12,28,28,7,1.8,1.0,0.0,0,0.0,0.0,0
IN001584,2026-02-23,ST029,PR027,SUP006,21,22,20,33,33,8,1.7,1.0,0.0,0,0.0,0.0,0
IN001585,2026-02-23,ST029,PR028,SUP006,27,28,26,42,42,11,1.8,1.0,0.0,0,0.0,0.0,0
IN001586,2026-02-23,ST029,PR029,SUP006,16,32,30,37,37,9,1.7,1.0,0.0,0,0.0,0.0,0
IN001587,2026-02-23,ST029,PR031,SUP006,16,30,27,35,35,8,1.6,1.0,0.0,0,0.0,0.0,0
IN001588,2026-02-23,ST029,PR032,SUP006,21,29,28,38,38,11,2.0,1.0,0.0,0,0.0,0.0,0
IN001589,2026-02-23,ST029,PR035,SUP006,20,23,23,33,33,10,2.1,1.0,0.0,0,0.0,0.0,0
IN001590,2026-02-23,ST029,PR038,SUP004,25,14,12,30,30,7,1.6,1.0,0.0,0,0.0,0.0,0
IN001591,2026-02-23,ST029,PR039,SUP004,16,32,28,37,37,7,1.3,1.0,0.0,0,0.0,0.0,0
IN001592,2026-02-23,ST029,PR040,SUP010,13,21,19,26,26,6,1.6,1.0,0.0,0,0.0,0.0,0
IN001593,2026-02-23,ST029,PR041,SUP010,13,20,18,25,25,6,1.7,1.0,0.0,0,0.0,0.0,0
IN001594,2026-02-23,ST029,PR042,SUP004,12,16,14,21,21,5,1.7,1.0,0.0,0,0.0,0.0,0
IN001595,2026-02-23,ST029,PR043,SUP010,14,16,14,23,23,5,1.5,1.0,0.0,0,0.0,0.0,0
IN001596,2026-02-23,ST029,PR047,SUP004,8,16,14,18,18,4,1.6,1.0,0.0,0,0.0,0.0,0
IN001597,2026-02-23,ST029,PR050,SUP004,17,22,19,30,30,6,1.4,1.0,0.0,0,0.0,0.0,0
IN001598,2026-02-23,ST029,PR051,SUP005,17,13,12,23,23,6,1.8,1.0,0.0,0,0.0,0.0,0
IN001599,2026-02-23,ST029,PR052,SUP005,11,10,9,16,16,4,1.8,1.0,0.0,0,0.0,0.0,0
IN001600,2026-02-23,ST029,PR053,SUP005,22,23,20,34,34,8,1.6,1.0,0.0,0,0.0,0.0,0
IN001601,2026-02-23,ST029,PR054,SUP011,12,13,12,19,19,5,1.8,1.0,0.0,0,0.0,0.0,0
IN001602,2026-02-23,ST029,PR055,SUP011,14,11,10,19,19,5,1.8,1.0,0.0,0,0.0,0.0,0
IN001603,2026-02-23,ST029,PR056,SUP005,10,16,14,20,20,4,1.4,1.0,0.0,0,0.0,0.0,0
IN001604,2026-02-23,ST029,PR057,SUP005,18,12,11,23,23,6,1.8,1.0,0.0,0,0.0,0.0,0
IN001605,2026-02-23,ST029,PR059,SUP005,8,17,16,19,19,5,1.8,1.0,0.0,0,0.0,0.0,0
IN001606,2026-02-23,ST029,PR062,SUP003,16,29,28,34,34,10,2.1,1.0,0.0,0,0.0,0.0,0
IN001607,2026-02-23,ST029,PR063,SUP003,38,24,23,47,47,14,2.1,1.0,0.0,0,0.0,0.0,0
IN001608,2026-02-23,ST029,PR064,SUP009,15,31,29,35,35,9,1.8,1.0,0.0,0,0.0,0.0,0
IN001609,2026-02-23,ST029,PR065,SUP009,22,24,23,35,35,10,2.0,1.0,0.0,0,0.0,0.0,0
IN001610,2026-02-23,ST029,PR066,SUP009,26,33,31,45,45,12,1.9,1.0,0.0,0,0.0,0.0,0
IN001611,2026-02-23,ST029,PR067,SUP009,20,10,10,23,23,7,2.1,1.0,0.0,0,0.0,0.0,0
IN001612,2026-02-23,ST029,PR068,SUP011,29,27,25,43,43,11,1.8,1.0,0.0,0,0.0,0.0,0
IN001613,2026-02-23,ST029,PR069,SUP011,47,29,27,58,58,16,1.9,1.0,0.0,0,0.0,0.0,0
IN001614,2026-02-23,ST029,PR071,SUP011,22,15,14,28,28,8,2.0,1.0,0.0,0,0.0,0.0,0
IN001615,2026-02-23,ST029,PR072,SUP011,18,24,22,32,32,8,1.8,1.0,0.0,0,0.0,0.0,0
IN001616,2026-02-23,ST029,PR073,SUP003,14,20,19,26,26,7,1.9,1.0,0.0,0,0.0,0.0,0
IN001617,2026-02-23,ST029,PR076,SUP011,21,16,15,28,28,8,2.0,1.0,0.0,0,0.0,0.0,0
IN001618,2026-02-23,ST029,PR077,SUP011,31,25,23,43,43,11,1.8,1.0,0.0,0,0.0,0.0,0
IN001619,2026-02-23,ST030,PR001,SUP001,97,52,51,114,114,34,2.1,1.0,0.0,0,0.0,0.0,0
IN001620,2026-02-23,ST030,PR002,SUP001,27,48,48,57,57,18,2.2,1.0,0.0,0,0.0,0.0,0
IN001621,2026-02-23,ST030,PR004,SUP008,44,37,34,62,62,16,1.8,1.0,0.0,0,0.0,0.0,0
IN001622,2026-02-23,ST030,PR006,SUP012,49,40,40,68,68,21,2.2,1.0,0.0,0,0.0,0.0,0
IN001623,2026-02-23,ST030,PR007,SUP012,23,39,39,47,47,15,2.2,1.0,0.0,0,0.0,0.0,0
IN001624,2026-02-23,ST030,PR008,SUP012,31,32,30,48,48,13,1.9,1.0,0.0,0,0.0,0.0,0
IN001625,2026-02-23,ST030,PR009,SUP011,34,22,20,43,43,11,1.8,1.0,0.0,0,0.0,0.0,0
IN001626,2026-02-23,ST030,PR010,SUP012,23,36,36,45,45,14,2.2,1.0,0.0,0,0.0,0.0,0
IN001627,2026-02-23,ST030,PR011,SUP012,17,21,21,29,29,9,2.2,1.0,0.0,0,0.0,0.0,0
IN001628,2026-02-23,ST030,PR013,SUP011,35,34,31,53,53,13,1.7,1.0,0.0,0,0.0,0.0,0
IN001629,2026-02-23,ST030,PR014,SUP008,26,34,32,46,46,12,1.8,1.0,0.0,0,0.0,0.0,0
IN001630,2026-02-23,ST030,PR015,SUP002,43,43,35,66,66,12,1.3,1.0,0.0,0,0.0,0.0,1
IN001631,2026-02-23,ST030,PR016,SUP002,59,30,25,68,68,16,1.6,1.0,0.0,0,0.0,0.0,1
IN001632,2026-02-23,ST030,PR017,SUP002,20,34,28,41,41,7,1.2,1.0,0.0,0,0.0,0.0,1
IN001633,2026-02-23,ST030,PR018,SUP002,47,34,28,62,62,13,1.5,1.0,0.0,0,0.0,0.0,1
IN001634,2026-02-23,ST030,PR019,SUP002,16,18,15,26,26,5,1.3,1.0,0.0,0,0.0,0.0,1
IN001635,2026-02-23,ST030,PR020,SUP007,35,25,24,46,46,13,2.0,1.0,0.0,0,0.0,0.0,0
IN001636,2026-02-23,ST030,PR021,SUP007,67,36,34,79,79,22,1.9,1.0,0.0,0,0.0,0.0,0
IN001637,2026-02-23,ST030,PR022,SUP002,35,29,24,49,49,10,1.4,1.0,0.0,0,0.0,0.0,1
IN001638,2026-02-23,ST030,PR023,SUP007,22,13,12,27,27,7,1.8,1.0,0.0,0,0.0,0.0,0
IN001639,2026-02-23,ST030,PR026,SUP002,12,16,13,21,21,4,1.3,1.0,0.0,0,0.0,0.0,1
IN001640,2026-02-23,ST030,PR027,SUP006,60,37,36,74,74,22,2.1,1.0,0.0,0,0.0,0.0,0
IN001641,2026-02-23,ST030,PR028,SUP006,21,35,32,43,43,10,1.6,1.0,0.0,0,0.0,0.0,0
IN001642,2026-02-23,ST030,PR029,SUP006,28,19,17,36,36,9,1.7,1.0,0.0,0,0.0,0.0,0
IN001643,2026-02-23,ST030,PR031,SUP006,26,22,21,37,37,10,1.9,1.0,0.0,0,0.0,0.0,0
IN001644,2026-02-23,ST030,PR032,SUP006,34,30,30,49,49,15,2.1,1.0,0.0,0,0.0,0.0,0
IN001645,2026-02-23,ST030,PR035,SUP006,25,12,11,28,28,8,2.0,1.0,0.0,0,0.0,0.0,0
IN001646,2026-02-23,ST030,PR038,SUP004,27,33,31,46,46,12,1.8,1.0,0.0,0,0.0,0.0,0
IN001647,2026-02-23,ST030,PR039,SUP004,23,44,41,51,51,13,1.8,1.0,0.0,0,0.0,0.0,0
IN001648,2026-02-23,ST030,PR040,SUP010,29,16,14,34,34,9,1.9,1.0,0.0,0,0.0,0.0,0
IN001649,2026-02-23,ST030,PR041,SUP010,19,14,12,25,25,6,1.7,1.0,0.0,0,0.0,0.0,0
IN001650,2026-02-23,ST030,PR042,SUP004,19,22,20,31,31,8,1.8,1.0,0.0,0,0.0,0.0,0
IN001651,2026-02-23,ST030,PR043,SUP010,26,16,14,32,32,8,1.8,1.0,0.0,0,0.0,0.0,0
IN001652,2026-02-23,ST030,PR047,SUP004,25,14,13,30,30,8,1.9,1.0,0.0,0,0.0,0.0,0
IN001653,2026-02-23,ST030,PR050,SUP004,19,15,14,26,26,7,1.9,1.0,0.0,0,0.0,0.0,0
IN001654,2026-02-23,ST030,PR051,SUP005,11,10,9,16,16,4,1.8,1.0,0.0,0,0.0,0.0,0
IN001655,2026-02-23,ST030,PR052,SUP005,9,13,12,17,17,4,1.6,1.0,0.0,0,0.0,0.0,0
IN001656,2026-02-23,ST030,PR053,SUP005,28,19,18,36,36,10,1.9,1.0,0.0,0,0.0,0.0,0
IN001657,2026-02-23,ST030,PR054,SUP011,20,18,16,29,29,7,1.7,1.0,0.0,0,0.0,0.0,0
IN001658,2026-02-23,ST030,PR055,SUP011,13,18,16,24,24,5,1.5,1.0,0.0,0,0.0,0.0,0
IN001659,2026-02-23,ST030,PR056,SUP005,12,21,19,25,25,6,1.7,1.0,0.0,0,0.0,0.0,0
IN001660,2026-02-23,ST030,PR057,SUP005,20,21,20,31,31,9,2.0,1.0,0.0,0,0.0,0.0,0
IN001661,2026-02-23,ST030,PR059,SUP005,17,11,10,21,21,6,2.0,1.0,0.0,0,0.0,0.0,0
IN001662,2026-02-23,ST030,PR062,SUP003,30,38,38,52,52,16,2.2,1.0,0.0,0,0.0,0.0,0
IN001663,2026-02-23,ST030,PR063,SUP003,25,39,39,49,49,15,2.1,1.0,0.0,0,0.0,0.0,0
IN001664,2026-02-23,ST030,PR064,SUP009,29,16,16,34,34,11,2.3,1.0,0.0,0,0.0,0.0,0
IN001665,2026-02-23,ST030,PR065,SUP009,33,21,21,41,41,13,2.2,1.0,0.0,0,0.0,0.0,0
IN001666,2026-02-23,ST030,PR066,SUP009,41,31,29,55,55,15,1.9,1.0,0.0,0,0.0,0.0,0
IN001667,2026-02-23,ST030,PR067,SUP009,27,19,16,35,35,8,1.6,1.0,0.0,0,0.0,0.0,0
IN001668,2026-02-23,ST030,PR068,SUP011,20,39,36,45,45,11,1.7,1.0,0.0,0,0.0,0.0,0
IN001669,2026-02-23,ST030,PR069,SUP011,26,50,46,58,58,14,1.7,1.0,0.0,0,0.0,0.0,0
IN001670,2026-02-23,ST030,PR071,SUP011,23,14,13,28,28,8,2.0,1.0,0.0,0,0.0,0.0,0
IN001671,2026-02-23,ST030,PR072,SUP011,21,33,30,41,41,10,1.7,1.0,0.0,0,0.0,0.0,0
IN001672,2026-02-23,ST030,PR073,SUP003,34,20,20,41,41,13,2.2,1.0,0.0,0,0.0,0.0,0
IN001673,2026-02-23,ST030,PR076,SUP011,12,14,13,20,20,5,1.8,1.0,0.0,0,0.0,0.0,0
IN001674,2026-02-23,ST030,PR077,SUP011,31,41,38,55,55,14,1.8,1.0,0.0,0,0.0,0.0,0
IN001675,2026-02-23,ST031,PR001,SUP001,40,59,45,71,71,14,1.4,1.0,0.0,0,0.0,0.0,2
IN001676,2026-02-23,ST031,PR002,SUP001,39,41,32,57,57,14,1.7,1.0,0.0,0,0.0,0.0,2
IN001677,2026-02-23,ST031,PR004,SUP008,68,57,51,89,89,30,2.4,1.0,0.0,0,0.0,0.0,0
IN001678,2026-02-23,ST031,PR006,SUP012,73,45,42,84,84,31,2.6,1.0,0.0,0,0.0,0.0,0
IN001679,2026-02-23,ST031,PR007,SUP012,21,31,29,37,37,13,2.5,1.0,0.0,0,0.0,0.0,0
IN001680,2026-02-23,ST031,PR008,SUP012,34,58,54,66,66,22,2.3,1.0,0.0,0,0.0,0.0,0
IN001681,2026-02-23,ST031,PR009,SUP011,21,36,32,41,41,12,2.0,1.0,0.0,0,0.0,0.0,0
IN001682,2026-02-23,ST031,PR010,SUP012,26,36,34,44,44,16,2.5,1.0,0.0,0,0.0,0.0,0
IN001683,2026-02-23,ST031,PR011,SUP012,33,20,19,38,38,14,2.6,1.0,0.0,0,0.0,0.0,0
IN001684,2026-02-23,ST031,PR013,SUP011,28,50,48,56,56,20,2.5,1.0,0.0,0,0.0,0.0,0
IN001685,2026-02-23,ST031,PR014,SUP008,32,30,27,44,44,15,2.4,1.0,0.0,0,0.0,0.0,0
IN001686,2026-02-23,ST031,PR015,SUP002,56,59,56,82,82,30,2.6,1.0,0.0,0,0.0,0.0,0
IN001687,2026-02-23,ST031,PR016,SUP002,34,51,49,61,61,22,2.5,1.0,0.0,0,0.0,0.0,0
IN001688,2026-02-23,ST031,PR017,SUP002,41,25,24,47,47,18,2.7,1.0,0.0,0,0.0,0.0,0
IN001689,2026-02-23,ST031,PR018,SUP002,20,39,37,42,42,15,2.5,1.0,0.0,0,0.0,0.0,0
IN001690,2026-02-23,ST031,PR019,SUP002,23,19,18,30,30,11,2.6,1.0,0.0,0,0.0,0.0,0
IN001691,2026-02-23,ST031,PR020,SUP007,18,27,24,32,32,10,2.2,1.0,0.0,0,0.0,0.0,0
IN001692,2026-02-23,ST031,PR021,SUP007,35,31,29,47,47,17,2.5,1.0,0.0,0,0.0,0.0,0
IN001693,2026-02-23,ST031,PR022,SUP002,27,39,37,47,47,17,2.5,1.0,0.0,0,0.0,0.0,0
IN001694,2026-02-23,ST031,PR023,SUP007,16,25,25,29,29,12,2.9,1.0,0.0,0,0.0,0.0,0
IN001695,2026-02-23,ST031,PR026,SUP002,19,15,14,24,24,9,2.6,1.0,0.0,0,0.0,0.0,0
IN001696,2026-02-23,ST031,PR027,SUP006,29,40,40,49,49,20,2.9,1.0,0.0,0,0.0,0.0,0
IN001697,2026-02-23,ST031,PR028,SUP006,34,22,22,40,40,16,2.8,1.0,0.0,0,0.0,0.0,0
IN001698,2026-02-23,ST031,PR029,SUP006,17,22,22,28,28,11,2.8,1.0,0.0,0,0.0,0.0,0
IN001699,2026-02-23,ST031,PR031,SUP006,17,24,24,29,29,12,2.9,1.0,0.0,0,0.0,0.0,0
IN001700,2026-02-23,ST031,PR032,SUP006,23,22,22,32,32,13,2.8,1.0,0.0,0,0.0,0.0,0
IN001701,2026-02-23,ST031,PR035,SUP006,18,20,20,27,27,11,2.9,1.0,0.0,0,0.0,0.0,0
IN001702,2026-02-23,ST031,PR038,SUP004,26,27,23,38,38,11,2.0,1.0,0.0,0,0.0,0.0,0
IN001703,2026-02-23,ST031,PR039,SUP004,44,33,29,55,55,18,2.3,1.0,0.0,0,0.0,0.0,0
IN001704,2026-02-23,ST031,PR040,SUP010,20,30,27,36,36,11,2.1,1.0,0.0,0,0.0,0.0,0
IN001705,2026-02-23,ST031,PR041,SUP010,11,23,22,24,24,9,2.6,1.0,0.0,0,0.0,0.0,0
IN001706,2026-02-23,ST031,PR042,SUP004,16,19,16,25,25,7,2.0,1.0,0.0,0,0.0,0.0,0
IN001707,2026-02-23,ST031,PR043,SUP010,26,19,17,32,32,11,2.4,1.0,0.0,0,0.0,0.0,0
IN001708,2026-02-23,ST031,PR047,SUP004,18,13,11,22,22,7,2.2,1.0,0.0,0,0.0,0.0,0
IN001709,2026-02-23,ST031,PR050,SUP004,25,23,20,34,34,11,2.3,1.0,0.0,0,0.0,0.0,0
IN001710,2026-02-23,ST031,PR051,SUP005,20,18,16,27,27,9,2.3,1.0,0.0,0,0.0,0.0,0
IN001711,2026-02-23,ST031,PR052,SUP005,17,11,10,20,20,7,2.4,1.0,0.0,0,0.0,0.0,0
IN001712,2026-02-23,ST031,PR053,SUP005,19,19,17,27,27,9,2.3,1.0,0.0,0,0.0,0.0,0
IN001713,2026-02-23,ST031,PR054,SUP011,13,11,10,17,17,6,2.5,1.0,0.0,0,0.0,0.0,0
IN001714,2026-02-23,ST031,PR055,SUP011,11,18,17,21,21,7,2.3,1.0,0.0,0,0.0,0.0,0
IN001715,2026-02-23,ST031,PR056,SUP005,13,12,11,18,18,6,2.3,1.0,0.0,0,0.0,0.0,0
IN001716,2026-02-23,ST031,PR057,SUP005,11,16,14,19,19,6,2.2,1.0,0.0,0,0.0,0.0,0
IN001717,2026-02-23,ST031,PR059,SUP005,20,25,23,32,32,11,2.4,1.0,0.0,0,0.0,0.0,0
IN001718,2026-02-23,ST031,PR062,SUP003,31,47,43,56,56,18,2.2,1.0,0.0,0,0.0,0.0,0
IN001719,2026-02-23,ST031,PR063,SUP003,18,41,37,42,42,13,2.2,1.0,0.0,0,0.0,0.0,0
IN001720,2026-02-23,ST031,PR064,SUP009,17,32,32,35,35,14,2.8,1.0,0.0,0,0.0,0.0,0
IN001721,2026-02-23,ST031,PR065,SUP009,23,30,30,38,38,15,2.8,1.0,0.0,0,0.0,0.0,0
IN001722,2026-02-23,ST031,PR066,SUP009,18,35,35,38,38,15,2.8,1.0,0.0,0,0.0,0.0,0
IN001723,2026-02-23,ST031,PR067,SUP009,20,21,21,29,29,12,2.9,1.0,0.0,0,0.0,0.0,0
IN001724,2026-02-23,ST031,PR068,SUP011,38,39,36,55,55,19,2.4,1.0,0.0,0,0.0,0.0,0
IN001725,2026-02-23,ST031,PR069,SUP011,38,31,31,49,49,20,2.9,1.0,0.0,0,0.0,0.0,0
IN001726,2026-02-23,ST031,PR071,SUP011,22,23,21,32,32,11,2.4,1.0,0.0,0,0.0,0.0,0
IN001727,2026-02-23,ST031,PR072,SUP011,16,12,11,20,20,7,2.4,1.0,0.0,0,0.0,0.0,0
IN001728,2026-02-23,ST031,PR073,SUP003,15,23,21,27,27,9,2.3,1.0,0.0,0,0.0,0.0,0
IN001729,2026-02-23,ST031,PR076,SUP011,27,18,17,32,32,12,2.6,1.0,0.0,0,0.0,0.0,0
IN001730,2026-02-23,ST031,PR077,SUP011,16,33,30,35,35,11,2.2,1.0,0.0,0,0.0,0.0,0
IN001731,2026-02-23,ST032,PR001,SUP001,43,42,40,65,65,18,1.9,1.0,0.0,0,0.0,0.0,0
IN001732,2026-02-23,ST032,PR002,SUP001,22,30,30,40,40,12,2.1,1.0,0.0,0,0.0,0.0,0
IN001733,2026-02-23,ST032,PR004,SUP008,27,31,29,44,44,12,1.9,1.0,0.0,0,0.0,0.0,0
IN001734,2026-02-23,ST032,PR006,SUP012,24,38,35,47,47,12,1.8,1.0,0.0,0,0.0,0.0,0
IN001735,2026-02-23,ST032,PR007,SUP012,18,28,27,35,35,10,2.0,1.0,0.0,0,0.0,0.0,0
IN001736,2026-02-23,ST032,PR008,SUP012,19,33,33,40,40,12,2.1,1.0,0.0,0,0.0,0.0,0
IN001737,2026-02-23,ST032,PR009,SUP011,23,19,17,32,32,8,1.8,1.0,0.0,0,0.0,0.0,0
IN001738,2026-02-23,ST032,PR010,SUP012,31,19,19,38,38,12,2.2,1.0,0.0,0,0.0,0.0,0
IN001739,2026-02-23,ST032,PR011,SUP012,16,25,23,31,31,8,1.8,1.0,0.0,0,0.0,0.0,0
IN001740,2026-02-23,ST032,PR013,SUP011,25,27,27,40,40,12,2.1,1.0,0.0,0,0.0,0.0,0
IN001741,2026-02-23,ST032,PR014,SUP008,28,14,12,32,32,8,1.8,1.0,0.0,0,0.0,0.0,0
IN001742,2026-02-23,ST032,PR015,SUP002,36,40,37,58,58,15,1.8,1.0,0.0,0,0.0,0.0,0
IN001743,2026-02-23,ST032,PR016,SUP002,29,16,15,34,34,10,2.1,1.0,0.0,0,0.0,0.0,0
IN001744,2026-02-23,ST032,PR017,SUP002,31,28,26,45,45,12,1.9,1.0,0.0,0,0.0,0.0,0
IN001745,2026-02-23,ST032,PR018,SUP002,14,27,25,31,31,8,1.8,1.0,0.0,0,0.0,0.0,0
IN001746,2026-02-23,ST032,PR019,SUP002,14,14,13,21,21,6,2.0,1.0,0.0,0,0.0,0.0,0
IN001747,2026-02-23,ST032,PR020,SUP007,29,14,13,33,33,9,1.9,1.0,0.0,0,0.0,0.0,0
IN001748,2026-02-23,ST032,PR021,SUP007,20,39,36,45,45,11,1.7,1.0,0.0,0,0.0,0.0,0
IN001749,2026-02-23,ST032,PR022,SUP002,16,19,17,27,27,6,1.6,1.0,0.0,0,0.0,0.0,0
IN001750,2026-02-23,ST032,PR023,SUP007,10,20,20,23,23,7,2.1,1.0,0.0,0,0.0,0.0,0
IN001751,2026-02-23,ST032,PR026,SUP002,8,17,16,19,19,5,1.8,1.0,0.0,0,0.0,0.0,0
IN001752,2026-02-23,ST032,PR027,SUP006,20,43,40,48,48,12,1.8,1.0,0.0,0,0.0,0.0,0
IN001753,2026-02-23,ST032,PR028,SUP006,25,17,16,32,32,9,2.0,1.0,0.0,0,0.0,0.0,0
IN001754,2026-02-23,ST032,PR029,SUP006,14,16,15,23,23,6,1.8,1.0,0.0,0,0.0,0.0,0
IN001755,2026-02-23,ST032,PR031,SUP006,30,15,14,34,34,10,2.1,1.0,0.0,0,0.0,0.0,0
IN001756,2026-02-23,ST032,PR032,SUP006,17,25,25,32,32,10,2.2,1.0,0.0,0,0.0,0.0,0
IN001757,2026-02-23,ST032,PR035,SUP006,25,14,14,30,30,9,2.1,1.0,0.0,0,0.0,0.0,0
IN001758,2026-02-23,ST032,PR038,SUP004,11,18,17,22,22,6,1.9,1.0,0.0,0,0.0,0.0,0
IN001759,2026-02-23,ST032,PR039,SUP004,24,32,29,43,43,10,1.6,1.0,0.0,0,0.0,0.0,0
IN001760,2026-02-23,ST032,PR040,SUP010,15,10,10,19,19,6,2.2,1.0,0.0,0,0.0,0.0,0
IN001761,2026-02-23,ST032,PR041,SUP010,19,15,14,26,26,7,1.9,1.0,0.0,0,0.0,0.0,0
IN001762,2026-02-23,ST032,PR042,SUP004,15,14,13,22,22,6,1.9,1.0,0.0,0,0.0,0.0,0
IN001763,2026-02-23,ST032,PR043,SUP010,12,12,11,18,18,5,1.9,1.0,0.0,0,0.0,0.0,0
IN001764,2026-02-23,ST032,PR047,SUP004,12,12,11,18,18,5,1.9,1.0,0.0,0,0.0,0.0,0
IN001765,2026-02-23,ST032,PR050,SUP004,16,12,12,21,21,7,2.3,1.0,0.0,0,0.0,0.0,0
IN001766,2026-02-23,ST032,PR051,SUP005,19,12,11,24,24,6,1.8,1.0,0.0,0,0.0,0.0,0
IN001767,2026-02-23,ST032,PR052,SUP005,9,11,10,15,15,4,1.9,1.0,0.0,0,0.0,0.0,0
IN001768,2026-02-23,ST032,PR053,SUP005,20,19,18,30,30,8,1.9,1.0,0.0,0,0.0,0.0,0
IN001769,2026-02-23,ST032,PR054,SUP011,10,15,13,19,19,4,1.5,1.0,0.0,0,0.0,0.0,0
IN001770,2026-02-23,ST032,PR055,SUP011,13,9,8,17,17,4,1.6,1.0,0.0,0,0.0,0.0,0
IN001771,2026-02-23,ST032,PR056,SUP005,10,11,10,16,16,4,1.8,1.0,0.0,0,0.0,0.0,0
IN001772,2026-02-23,ST032,PR057,SUP005,9,17,16,20,20,5,1.8,1.0,0.0,0,0.0,0.0,0
IN001773,2026-02-23,ST032,PR059,SUP005,15,9,9,18,18,6,2.3,1.0,0.0,0,0.0,0.0,0
IN001774,2026-02-23,ST032,PR062,SUP003,24,17,16,31,31,9,2.0,1.0,0.0,0,0.0,0.0,0
IN001775,2026-02-23,ST032,PR063,SUP003,25,18,16,33,33,8,1.7,1.0,0.0,0,0.0,0.0,0
IN001776,2026-02-23,ST032,PR064,SUP009,26,19,19,34,34,11,2.3,1.0,0.0,0,0.0,0.0,0
IN001777,2026-02-23,ST032,PR065,SUP009,20,25,23,34,34,9,1.9,1.0,0.0,0,0.0,0.0,0
IN001778,2026-02-23,ST032,PR066,SUP009,25,16,16,31,31,10,2.3,1.0,0.0,0,0.0,0.0,0
IN001779,2026-02-23,ST032,PR067,SUP009,9,19,18,21,21,6,2.0,1.0,0.0,0,0.0,0.0,0
IN001780,2026-02-23,ST032,PR068,SUP011,25,16,14,31,31,8,1.8,1.0,0.0,0,0.0,0.0,0
IN001781,2026-02-23,ST032,PR069,SUP011,14,25,25,30,30,9,2.1,1.0,0.0,0,0.0,0.0,0
IN001782,2026-02-23,ST032,PR071,SUP011,13,22,21,27,27,7,1.8,1.0,0.0,0,0.0,0.0,0
IN001783,2026-02-23,ST032,PR072,SUP011,21,16,14,28,28,7,1.8,1.0,0.0,0,0.0,0.0,0
IN001784,2026-02-23,ST032,PR073,SUP003,16,15,14,24,24,6,1.8,1.0,0.0,0,0.0,0.0,0
IN001785,2026-02-23,ST032,PR076,SUP011,14,14,14,21,21,7,2.3,1.0,0.0,0,0.0,0.0,0
